	0
MP:0003122	maternal imprinting
MP:0003123	paternal imprinting
MP:0003124	hypospadia
MP:0003125	abnormal septation of the cloaca
MP:0003126	abnormal external female genitalia morphology
MP:0003127	abnormal clitoris morphology
MP:0003128	splayed clitoris
MP:0003129	persistent cloaca
MP:0003130	anal atresia
MP:0003131	increased erythrocyte cell number
MP:0003132	increased pre-B cell number
MP:0003133	increased early pro-B cell number
MP:0003134	increased late pro-B cell number
MP:0003135	increased erythroid progenitor cell number
MP:0003136	yellow coat color
MP:0003137	abnormal impulse conducting system conduction
MP:0003138	absent tympanic ring
MP:0003139	patent ductus arteriosus
MP:0003140	dilated heart atrium
MP:0003141	cardiac fibrosis
MP:0003142	anotia
MP:0003143	enlarged otoliths
MP:0003144	decreased otolith number
MP:0003145	detached otolithic membrane
MP:0003146	absent cochlear ganglion
MP:0003147	absent cochlea
MP:0003148	decreased cochlear coiling
MP:0003149	abnormal tectorial membrane morphology
MP:0003150	detached tectorial membrane
MP:0003151	absent tunnel of Corti
MP:0003152	abnormal pillar cell differentiation
MP:0003153	early eyelid opening
MP:0003154	abnormal soft palate morphology
MP:0003155	abnormal telomere length
MP:0003156	abnormal leukocyte migration
MP:0003157	impaired muscle relaxation
MP:0003158	dysphagia
MP:0003159	abnormal esophageal smooth muscle morphology
MP:0003160	abnormal esophagus development
MP:0003161	absent lateral semicircular canal
MP:0003162	decreased lateral semicircular canal size
MP:0003163	absent posterior semicircular canal
MP:0003676	absent posterior semicircular canal
MP:0003164	decreased posterior semicircular canal size
MP:0003165	absent superior semicircular canal
MP:0003166	decreased superior semicircular canal size
MP:0003167	abnormal scala tympani morphology
MP:0003168	abnormal scala vestibuli morphology
MP:0003169	abnormal scala media morphology
MP:0003171	phenotypic reversion
MP:0003172	abnormal lysosome physiology
MP:0003173	decreased lysosomal enzyme secretion
MP:0003174	increased lysosomal enzyme secretion
MP:0003175	reversion by mitotic recombination
MP:0003176	reversion by viral sequence excision
MP:0003177	allodynia
MP:0003178	left pulmonary isomerism
MP:0003179	thrombocytopenia
MP:0002749	thrombocytopenia
MP:0003180	abnormal pulmonary endothelial cell surface
MP:0003181	increased pulmonary endothelial cell surface
MP:0003182	decreased pulmonary endothelial cell surface
MP:0003183	obsolete abnormal peptide metabolism
MP:0003184	increased angiotensin I-converting enzyme activity
MP:0003185	decreased angiotensin I-converting enzyme activity
MP:0003186	abnormal redox activity
MP:0003187	obsolete increased reduction
MP:0003188	obsolete decreased reduction
MP:0003189	fused joints
MP:0003190	fused synovial joints
MP:0003191	abnormal cellular cholesterol metabolism
MP:0003192	increased cholesterol efflux
MP:0003193	decreased cholesterol efflux
MP:0003194	abnormal frequency of paradoxical sleep
MP:0003195	calcinosis
MP:0003196	calcified skin
MP:0003197	nephrocalcinosis
MP:0003198	calcified tendon
MP:0003199	calcified muscle
MP:0003200	calcified joint
MP:0003201	extremity edema
MP:0003202	abnormal neuron apoptosis
MP:0003203	increased neuron apoptosis
MP:0003204	decreased neuron apoptosis
MP:0003205	testicular atrophy
MP:0003207	decreased cellular sensitivity to gamma-irradiation
MP:0003208	abnormal neuromere morphology
MP:0003209	abnormal pulmonary elastic fiber morphology
MP:0003210	abnormal heart elastic fiber morphology
MP:0003211	abnormal aorta elastic fiber morphology
MP:0003212	increased susceptibility to age related obesity
MP:0003213	decreased susceptibility to age related obesity
MP:0003214	neurofibrillary tangles
MP:0003215	renal interstitial fibrosis
MP:0003216	absence seizures
MP:0003217	increased spike-wave discharge type I
MP:0003218	decreased spike-wave discharge type I
MP:0003219	increased spike-wave discharge type II
MP:0003220	decreased spike-wave discharge type II
MP:0003221	abnormal cardiomyocyte apoptosis
MP:0003222	increased cardiomyocyte apoptosis
MP:0003223	decreased cardiomyocyte apoptosis
MP:0003224	neuron degeneration
MP:0003225	axonal dystrophy
MP:0003226	absent cochlear modiolus
MP:0003227	abnormal vascular branching morphogenesis
MP:0003228	abnormal sinus venosus morphology
MP:0003229	abnormal vitelline vasculature morphology
MP:0003230	abnormal umbilical artery morphology
MP:0003231	abnormal placenta vasculature
MP:0003232	abnormal forebrain development
MP:0003233	prolonged QT interval
MP:0003234	enhanced NMDA-mediated synaptic currents
MP:0003235	abnormal alisphenoid bone morphology
MP:0003236	abnormal lens capsule morphology
MP:0003237	abnormal lens epithelium morphology
MP:0003238	slow REM
MP:0003239	fast REM
MP:0003240	loss of hippocampal neurons
MP:0003241	loss of cortex neurons
MP:0003242	loss of basal ganglia neurons
MP:0003243	abnormal dopaminergic neuron morphology
MP:0003244	loss of dopaminergic neurons
MP:0003245	abnormal GABAergic neuron morphology
MP:0003246	loss of GABAergic neurons
MP:0003247	abnormal glutaminergic neuron morphology
MP:0003248	loss of glutamate neurons
MP:0003249	increased muscle free fatty acids level
MP:0003250	absent gallbladder
MP:0003251	gallbladder inflammation
MP:0003252	abnormal bile duct physiology
MP:0003253	dilated bile duct
MP:0003254	bile duct inflammation
MP:0003255	bile duct proliferation
MP:0003256	biliary cirrhosis
MP:0003257	abnormal abdominal wall morphology
MP:0003258	hiatal hernia
MP:0003259	nausea
MP:0003260	vomiting
MP:0003261	hematemesis
MP:0003262	intestinal/bowel diverticulum
MP:0003263	obsolete abnormal cholesterol biosynthesis
MP:0003264	obsolete increased cholesterol biosynthesis
MP:0003265	obsolete decreased cholesterol biosynthesis
MP:0003266	biliary cyst
MP:0003267	constipation
MP:0003268	chronic constipation
MP:0003269	colon polyps
MP:0003270	intestinal obstruction
MP:0003271	abnormal duodenum morphology
MP:0003272	duodenal atresia
MP:0003273	duodenal ulcer
MP:0003274	intestinal microaneurysm
MP:0003275	gastric microaneurysm
MP:0003276	esophageal atresia
MP:0003277	increased esophageal papilloma incidence
MP:0003278	esophageal inflammation
MP:0003279	aneurysm
MP:0003280	urinary incontinence
MP:0003281	fecal incontinence
MP:0003282	gastric ulcer
MP:0003283	abnormal digestive organ placement
MP:0003284	abnormal large intestine placement
MP:0003285	gastric hypertrophy
MP:0003286	gastroesophageal reflux
MP:0003287	increased intestinal hemangioma incidence
MP:0003288	intestinal edema
MP:0003289	abnormal intestinal peristalsis
MP:0003290	intestinal hypoperistalsis
MP:0003291	interstinal hyperperistalsis
MP:0003292	melena
MP:0003293	rectal hemorrhage
MP:0003294	intussusception
MP:0003295	lymphomesenteric cyst
MP:0003296	microcolon
MP:0003298	choking
MP:0003299	gastric polyps
MP:0003300	gastrointestinal ulcer
MP:0003301	peptic ulcer
MP:0003302	perirectal abscess
MP:0003303	peritoneal inflammation
MP:0003304	large intestinal inflammation
MP:0003305	proctitis
MP:0003306	small intestinal inflammation
MP:0003307	pyloric stenosis
MP:0003308	abnormal cochlear sensory epithelium morphology
MP:0003309	abnormal cochlear modiolus morphology
MP:0003310	reduced cochlear modiolus
MP:0003311	aminoaciduria
MP:0003312	abnormal locomotor coordination
MP:0003313	abnormal locomotor activation
MP:0003314	dysmetria
MP:0003315	abnormal perineum morphology
MP:0003316	perineal fistula
MP:0003317	anoperineal fistula
MP:0003318	rectoperineal fistula
MP:0003319	anal fistula
MP:0003320	rectovaginal fistula
MP:0003321	tracheoesophageal fistula
MP:0003117	tracheoesophageal fistula
MP:0003322	biliary fistula
MP:0003323	gastrocolic fistula
MP:0003324	increased liver adenoma incidence
MP:0003325	decreased liver function
MP:0003326	liver failure
MP:0003327	liver cyst
MP:0003328	portal hypertension
MP:0003329	amyloid beta deposits
MP:0003330	abnormal auditory tube morphology
MP:0003331	increased hepatocellular carcinoma incidence
MP:0005510	increased hepatocellular carcinoma incidence
MP:0003332	liver abscess
MP:0003333	liver fibrosis
MP:0003334	pancreas fibrosis
MP:0003335	exocrine pancreatic insufficiency
MP:0003336	pancreas cyst
MP:0003337	exocrine pancreas hyperplasia
MP:0003338	pancreas lipomatosis
MP:0003339	decreased pancreatic beta cell number
MP:0003340	acute pancreas inflammation
MP:0003341	chronic pancreas inflammation
MP:0003342	accessory spleen
MP:0003344	mammary gland hypoplasia
MP:0003345	decreased rib number
MP:0003346	abnormal pectoral muscle morphology
MP:0003347	hyperpituitarism
MP:0003348	hypopituitarism
MP:0003349	abnormal circulating renin level
MP:0003350	increased circulating levels of thyroid hormone
MP:0003351	decreased circulating levels of thyroid hormone
MP:0003352	increased circulating renin level
MP:0003353	decreased circulating renin level
MP:0003354	astrocytosis
MP:0003355	decreased ovulation rate
MP:0003356	impaired luteinization
MP:0003357	impaired granulosa cell differentiation
MP:0003358	abnormal hypaxial muscle morphology
MP:0003359	hypaxial muscle hypoplasia
MP:0003360	abnormal depression-related behavior
MP:0003361	abnormal circulating gonadotropin level
MP:0003362	increased circulating gonadotropin level
MP:0003363	decreased circulating gonadotropin level
MP:0003364	increased insulinoma incidence
MP:0003365	increased glucagonoma incidence
MP:0003366	abnormal circulating glucocorticoid level
MP:0003367	increased circulating glucocorticoid level
MP:0003368	decreased circulating glucocorticoid level
MP:0003369	abnormal circulating estrogen level
MP:0003370	increased circulating estrogen level
MP:0003371	decreased circulating estrogen level
MP:0003372	abnormal circulating mineralocorticoid level
MP:0003373	increased circulating mineralocorticoid level
MP:0003374	decreased circulating mineralocorticoid level
MP:0003375	abnormal menstrual cycle
MP:0003376	amenorrhea
MP:0003377	late onset of menarche
MP:0003378	early sexual maturation
MP:0003379	absent sexual maturation
MP:0003380	abnormal intestine regeneration
MP:0003381	vitreal fibroplasia
MP:0003382	straub tail
MP:0003383	abnormal gluconeogenesis
MP:0003384	abnormal ventral body wall morphology
MP:0003385	abnormal body wall morphology
MP:0003386	obsolete increased sensitivity to nicotine
MP:0003387	aorta coarctation
MP:0003388	absent pericardium
MP:0003389	constriction of pericardium
MP:0003390	lymphedema
MP:0003391	increased myxoma incidence
MP:0003392	increased atrial myxoma incidence
MP:0003393	decreased cardiac output
MP:0003394	increased cardiac output
MP:0003395	abnormal subclavian artery morphology
MP:0003396	abnormal embryonic hematopoiesis
MP:0003397	increased muscle weight
MP:0003398	increased skeletal muscle size
MP:0003400	kinked neural tube
MP:0003401	enlarged tail bud
MP:0003402	decreased liver weight
MP:0003403	absent placental labyrinth
MP:0003404	absent enamel
MP:0003405	abnormal platelet shape
MP:0003406	failure of zygotic cell division
MP:0003407	abnormal central nervous system regeneration
MP:0003408	increased width of hypertrophic chondrocyte zone
MP:0003409	decreased width of hypertrophic chondrocyte zone
MP:0003410	abnormal artery development
MP:0003411	abnormal vein development
MP:0003412	abnormal afterhyperpolarization
MP:0003413	hair follicle degeneration
MP:0003414	epidermal cyst
MP:0003415	priapism
MP:0003416	premature bone ossification
MP:0003417	premature endochondral bone ossification
MP:0003418	premature intramembranous bone ossification
MP:0003419	delayed endochondral bone ossification
MP:0003420	delayed intramembranous bone ossification
MP:0003421	abnormal thyroid gland development
MP:0003422	abnormal thrombolysis
MP:0003423	reduced thrombolysis
MP:0003424	premature neuronal precursor differentiation
MP:0003425	abnormal optic vesicle formation
MP:0003426	pulmonary interstitial fibrosis
MP:0003427	parakeratosis
MP:0003429	insensitivity to growth hormone
MP:0003430	increased pancreatic islet cell adenoma incidence
MP:0003431	abnormal parathyroid gland physiology
MP:0003432	increased activity of parathyroid
MP:0003433	decreased activity of parathyroid
MP:0003434	decreased susceptibility to induced choroidal neovascularization
MP:0003435	herniated seminal vesicle
MP:0003436	decreased susceptibility to induced arthritis
MP:0003437	abnormal carotid body morphology
MP:0003438	abnormal carotid body physiology
MP:0003439	abnormal glycerol level
MP:0003440	decreased glycerol level
MP:0003441	increased glycerol level
MP:0003442	decreased circulating glycerol level
MP:0003443	increased circulating glycerol level
MP:0003444	abnormal neurotransmitter uptake
MP:0003445	sirenomelia
MP:0003446	renal hypoplasia
MP:0003447	decreased tumor growth/size
MP:0003448	abnormal tumor morphology
MP:0003449	abnormal intestinal goblet cell morphology
MP:0003450	enlarged pancreas
MP:0003451	absent olfactory bulb
MP:0003452	abnormal parotid gland morphology
MP:0003453	abnormal keratinocyte physiology
MP:0003454	erythroderma
MP:0003455	decreased susceptibility to induced retinal damage
MP:0003456	absent tail
MP:0005080	absent tail
MP:0003457	abnormal circulating ketone body level
MP:0003458	decreased circulating ketone body level
MP:0003459	increased fear-related response
MP:0003460	decreased fear-related response
MP:0003461	abnormal response to novel object
MP:0003462	abnormal response to novel odor
MP:0003463	abnormal single cell response
MP:0003464	abnormal single cell response threshold
MP:0003465	increased single cell response threshold
MP:0003466	decreased single cell response threshold
MP:0003467	abnormal single cell response intensity
MP:0003468	increased single cell response intensity
MP:0003469	decreased single cell response intensity
MP:0003470	abnormal summary potential
MP:0003471	abnormal summary potential threshold
MP:0003472	increased summary potential threshold
MP:0003473	decreased summary potential threshold
MP:0003474	abnormal summary potential intensity
MP:0003475	increased summary potential intensity
MP:0003476	decreased summary potential intensity
MP:0003477	abnormal nerve fiber response
MP:0003478	abnormal nerve fiber response threshold
MP:0003479	abnormal nerve fiber response intensity
MP:0003480	increased nerve fiber response intensity
