# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 5 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-6863
# Timestamp: Tue, 07-Jun-2022 23:32:23
Gene ID	Gene Name	'advanced' vs 'early' in 'no steatosis; liver disease; Hepatitis C virus genotype 1' .foldChange	'advanced' vs 'early' in 'no steatosis; liver disease; Hepatitis C virus genotype 1'.pValue	'advanced' vs 'early' in 'no steatosis; liver disease; Hepatitis C virus genotype 3' .foldChange	'advanced' vs 'early' in 'no steatosis; liver disease; Hepatitis C virus genotype 3'.pValue	'advanced' vs 'early' in 'steatosis; liver disease; Hepatitis C virus genotype 1' .foldChange	'advanced' vs 'early' in 'steatosis; liver disease; Hepatitis C virus genotype 1'.pValue	'advanced' vs 'early' in 'steatosis; liver disease; Hepatitis C virus genotype 3' .foldChange	'advanced' vs 'early' in 'steatosis; liver disease; Hepatitis C virus genotype 3'.pValue	'advanced' vs 'early' in 'steatosis; non-alcoholic fatty liver disease; not applicable' .foldChange	'advanced' vs 'early' in 'steatosis; non-alcoholic fatty liver disease; not applicable'.pValue
ENSG00000079385	CEACAM1			-0.3	0.499964273578687	0.1	0.988814821818001	0.1	0.949806053387616	0.1	0.909707791814129
ENSG00000079387	SENP1			0.2	0.655122771434718			0.2	0.903502735328955		
ENSG00000079432	CIC	-0.1	0.999985931919634	-0.3	0.619973607535615	0.1	0.954024131690835	0.2	0.901391447623208	-0.5	0.5311503347526
ENSG00000079435	LIPE	0.5	0.855209351559146			1.0	0.401261590776787	0.5	0.589121995525375	-0.1	0.932505914062654
ENSG00000079459	FDFT1	0.4	0.999985931919634	-0.5	0.381283506768562	-0.1	0.98552016352893	-0.3	0.856522037939026		
ENSG00000079462	PAFAH1B3	0.2	0.999985931919634	-0.7	0.308291048131417	-0.5	0.688743474668815	-0.8	0.0848194301877566	-0.1	0.965754575752607
ENSG00000079482	OPHN1	0.1	0.999985931919634	0.4	0.499480118057882	0.4	0.764268746554268	0.2	0.914618201276936	0.2	0.686315050748815
ENSG00000079557	AFM	-0.1	0.999985931919634	0.4	0.323033813556848	-0.3	0.892550780673191			0.3	0.715664205551873
ENSG00000079616	KIF22	0.1	0.999985931919634	-0.5	0.328713495949838	-0.2	0.867459766966156	-0.3	0.756282715038289	-0.1	0.945117221156453
ENSG00000079689	SCGN					-0.1	0.986163753817535	0.8	0.223877355487617	0.3	0.759538002932307
ENSG00000079691	CARMIL1	0.2	0.999985931919634	-0.1	0.917267018627137	0.4	0.741369707257605	0.3	0.743409880078124	0.1	0.932505914062654
ENSG00000079739	PGM1			-0.7	0.17531483437221	-0.1	0.955098234054372	-0.3	0.699995100886618	-0.4	0.632701299136493
ENSG00000079785	DDX1			-0.2	0.58806845982823					0.2	0.695438964946041
ENSG00000079805	DNM2	0.1	0.999985931919634	-0.3	0.517388377469751					-0.3	0.639106075508266
ENSG00000079819	EPB41L2			0.3	0.415602700033836	0.3	0.902618219518092			0.2	0.78173748343334
ENSG00000079841	RIMS1					1.1	0.616262325393999				
ENSG00000079931	MOXD1	1.2	0.0883943044052353	1.2	0.0920144149621348	0.8	0.744049566252478			1.3	0.0111120930322702
ENSG00000079950	STX7	-0.1	0.999985931919634	0.7	0.15073327431057	0.2	0.89586261404883	0.1	0.934370547697302	0.4	0.549902670230286
ENSG00000079974	RABL2B	-0.1	0.999985931919634	0.2	0.738522214720596	0.3	0.856849533081653	-0.1	0.942386732763755	-0.2	0.772477129397644
ENSG00000079999	KEAP1	0.1	0.999985931919634	-0.9	0.103303504121765	-0.1	0.937017606010719	-0.2	0.887425503839875	-0.3	0.746571197558924
ENSG00000080007	DDX43	0.7	0.715133702827925			0.1	0.989140433657437	0.4	0.80600889235352	0.4	0.726132736443303
ENSG00000080031	PTPRH	0.1	0.999985931919634	-0.3	0.634322108856731	-0.2	0.945065740179399			0.2	0.808331690150716
ENSG00000080166	DCT	-0.3	0.999985931919634			-0.1	0.978438490229438	-0.5	0.785187336745322	-0.1	0.912390802622978
ENSG00000080189	SLC35C2			-0.6	0.247985788095761	-0.2	0.891176219927543	-0.1	0.890565910845871	-0.2	0.735941947396859
ENSG00000080200	CRYBG3	0.2	0.999985931919634	0.5	0.238363361108358	0.4	0.873602948387123	0.5	0.695388389060235	0.5	0.44748406427752
ENSG00000080224	EPHA6					1.2	0.496390441575104				
ENSG00000080293	SCTR			0.3	0.409057828039429	0.7	0.688743474668815	0.3	0.859482626312834	0.6	0.538642576720788
ENSG00000080298	RFX3	-0.1	0.999985931919634	1.0	0.0814584660430884	0.5	0.790599926949872	0.5	0.580456373589808	0.3	0.638770337021604
ENSG00000080345	RIF1			0.5	0.292254606984041	0.3	0.902618219518092	0.1	0.950491122009925	0.3	0.695384646243737
ENSG00000080371	RAB21	-0.2	0.999985931919634	0.3	0.436093959052605	0.2	0.935674515384156	-0.1	0.913217678419577	0.1	0.804215171211785
ENSG00000080493	SLC4A4			0.1	0.888572517750971			0.1	0.948452879384468	0.3	0.457306442425298
ENSG00000080503	SMARCA2	-0.2	0.999985931919634	-0.1	0.813366371720177	-0.1	0.975182346271317	-0.1	0.920350452475385		
ENSG00000080546	SESN1			0.5	0.140188787070213			0.2	0.85384624630711	0.5	0.148624898144651
ENSG00000080561	MID2			-0.2	0.503942084562227	0.2	0.886725170908881			0.1	0.892359116816375
ENSG00000080573	COL5A3	0.6	0.910787959153052	-0.6	0.420122833278522	1.0	0.609374035089931	0.2	0.912102536011514	0.1	0.958693701759589
ENSG00000080603	SRCAP	-0.1	0.999985931919634	0.2	0.759183136542778	0.3	0.860664033569786	0.2	0.901710933822344	-0.3	0.716456725149769
ENSG00000080608	PUM3	0.1	0.999985931919634	0.4	0.377428549558287	0.2	0.955098234054372	0.3	0.840095286485255	0.3	0.7205543738578
ENSG00000080618	CPB2	-0.2	0.999985931919634	-0.8	0.0530399359496384	-0.4	0.877419317226384	-0.4	0.646536314422685	-0.1	0.956476766572223
ENSG00000080709	KCNN2	-0.6	0.924909899618493	-0.9	0.158163881842891	-1.2	0.430492902101934	-1.5	9.37671935096789E-4	-0.3	0.747742527232323
ENSG00000080802	CNOT4	-0.2	0.999985931919634	0.5	0.180062989158826	0.2	0.897732814153826	0.1	0.961353487070693	0.1	0.886197211783232
ENSG00000080815	PSEN1	0.1	0.999985931919634	-0.4	0.173257343330586	-0.1	0.944008598652537	-0.1	0.939369269460765		
ENSG00000080819	CPOX	-0.2	0.999985931919634	-0.5	0.189092806109208	-0.3	0.874744680589307	-0.6	0.0930770560164839	-0.1	0.881061358032806
ENSG00000080822	CLDND1							-0.2	0.854092829918228	0.2	0.645859861174339
ENSG00000080823	MOK	0.4	0.596080011096432	0.3	0.471817419438206	0.3	0.860664033569786	0.2	0.888452273955261	0.3	0.720944646209452
ENSG00000080824	HSP90AA1	-0.1	0.999985931919634			-0.2	0.908793631420254	0.3	0.81807668660797	0.3	0.717930346548802
ENSG00000080839	RBL1			0.4	0.407877379986198	0.3	0.929044254329603			0.2	0.720944646209452
ENSG00000080845	DLGAP4	0.1	0.999985931919634			0.3	0.870548950594094	0.2	0.856522037939026	-0.2	0.797733166123496
ENSG00000080854	IGSF9B	0.5	0.926085522590874			0.9	0.636700585701881	0.8	0.333867690610197		
ENSG00000080910	CFHR2	-0.2	0.999985931919634	-0.5	0.299208849712302	-0.7	0.655435986825022	-0.5	0.612545704583822	0.3	0.68661998822458
ENSG00000080947	CROCCP3	0.2	0.999985931919634	0.7	0.0977506358742041	0.5	0.649690497593121	0.4	0.726647465423968	0.2	0.83106442490719
ENSG00000080986	NDC80	0.3	0.999985931919634					0.1	0.980375253870627	0.1	0.931932284388869
ENSG00000081014	AP4E1			0.3	0.552748329738787	0.2	0.910514156976988	0.3	0.769982350026832	0.1	0.94216534473343
ENSG00000081019	RSBN1	-0.2	0.999985931919634	0.3	0.579873345179037	0.1	0.97717763902019	-0.2	0.849245757166635	0.2	0.644692872003149
ENSG00000081026	MAGI3	-0.2	0.999985931919634			-0.2	0.830854170058077	-0.2	0.906868796828085		
ENSG00000081041	CXCL2	-0.1	0.999985931919634	-0.1	0.843139844428663	-0.5	0.866630635662509	-0.8	0.345293209821883	-0.5	0.644692872003149
ENSG00000081051	AFP	-0.4	0.999985931919634	0.3	0.624920007779281	0.1	0.990100070089648			-0.2	0.818204793215905
ENSG00000081052	COL4A4	0.7	0.428947768853619	0.9	0.0965105509849907	0.7	0.56768026136985	0.7	0.281869167855043	0.9	0.0196198827523511
ENSG00000081059	TCF7	0.3	0.999985931919634	0.4	0.325683986611285	0.1	0.969979880534825	0.4	0.655397094100294	-0.1	0.952588944336514
ENSG00000081087	OSTM1	-0.2	0.999985931919634	0.4	0.434210450192092			-0.1	0.936668010460829	0.4	0.395094028137161
ENSG00000081148	IMPG2	-0.3	0.999985931919634			0.8	0.701854648614571	0.5	0.737484054486191	0.3	0.718792863033119
ENSG00000081154	PCNP	-0.3	0.999985931919634	0.5	0.316788090687708	0.1	0.963336393218667	-0.1	0.964094085395523	0.3	0.495649101636144
ENSG00000081177	EXD2			-0.3	0.375701575829636	0.1	0.935674515384156				
ENSG00000081181	ARG2	0.2	0.999985931919634	-0.1	0.816106490128544	0.2	0.927687331119453	0.1	0.96116089077566	-0.2	0.85233539178418
ENSG00000081189	MEF2C	0.1	0.999985931919634	0.5	0.180873066353979	-0.1	0.980386049703663	0.2	0.79462163581102	0.3	0.588831251672072
ENSG00000081237	PTPRC	0.3	0.999985931919634	1.1	0.0408137442365914	-0.2	0.945801712029007	0.4	0.670396531054588	0.6	0.0949222917056451
ENSG00000081248	CACNA1S					0.4	0.919664918578812				
ENSG00000081307	UBA5	-0.1	0.999985931919634	0.5	0.311711643634297			0.1	0.964094085395523	0.1	0.873763731923775
ENSG00000081320	STK17B	0.3	0.999985931919634	0.9	0.113695804170512			0.5	0.338602056196191	0.6	0.0862467362914638
ENSG00000081377	CDC14B	-0.2	0.999985931919634	-0.3	0.308349958018629	-0.3	0.860664033569786	-0.2	0.877445794814971		
ENSG00000081386	ZNF510			0.5	0.313154675179223	0.1	0.956663070561996	0.2	0.879251921304236	0.4	0.582440676959937
ENSG00000081479	LRP2	0.4	0.999985931919634	0.5	0.493123820816351	0.1	0.98552016352893	-0.1	0.962462886483126	-0.2	0.882612851522151
ENSG00000081665	ZNF506	0.1	0.999985931919634	0.8	0.110655954720823	0.4	0.739335819863594	0.4	0.684013757019036	0.3	0.7137799505811
ENSG00000081692	JMJD4	0.1	0.999985931919634	-0.6	0.210869494517315	-0.1	0.961979133300388	-0.4	0.40064172985596	-0.3	0.633165039767836
ENSG00000081721	DUSP12	0.2	0.999985931919634	-0.2	0.632383648328723					0.2	0.693567731388175
ENSG00000081760	AACS	0.5	0.880712012675887	0.1	0.812626364944367	0.5	0.577745984108286	0.3	0.793876185524146	0.2	0.856230958231982
ENSG00000081791	DELE1			-0.5	0.168975488879917					-0.1	0.8784146099512
ENSG00000081803	CADPS2			0.2	0.620380790215851	-0.1	0.920464919418311			0.1	0.749162902712817
ENSG00000081818	PCDHB4	0.5	0.964812147094065			0.9	0.652912140849817	0.3	0.861577168481263	0.5	0.598359199418493
ENSG00000081853	PCDHGA2					0.5	0.874744680589307	-0.1	0.967248257857854	-0.2	0.84441698111554
ENSG00000081870	HSPB11	-0.1	0.999985931919634	0.1	0.886908060456073	-0.3	0.644982513058095	-0.3	0.756237131532042	0.1	0.853141512878958
ENSG00000081913	PHLPP1	-0.2	0.998686392876708	-0.5	0.125601498250687	-0.5	0.741768844143822	-0.3	0.825204443071363	-0.3	0.585302706668711
ENSG00000081923	ATP8B1			0.1	0.876624010252551	0.1	0.95471611684113	0.3	0.780103246686594	0.4	0.28695729068172
ENSG00000081985	IL12RB2	-0.1	0.999985931919634			0.2	0.930920370942167	0.2	0.932435787973126	-0.1	0.904954326016873
ENSG00000082014	SMARCD3	0.4	0.986033268279774	0.2	0.706506533176223	0.4	0.804710067764335	0.3	0.785827705386652	0.3	0.694675486177114
ENSG00000082068	WDR70	0.2	0.999985931919634	0.2	0.602022521056135					0.2	0.648266905156746
ENSG00000082074	FYB1	0.2	0.999985931919634	1.0	0.0745974232786963	-0.1	0.970058352559818	0.4	0.559784377960689	0.4	0.378222431682121
ENSG00000082126	MPP4					1.2	0.326550500978081	0.1	0.961883175187468		
ENSG00000082146	STRADB			-0.4	0.385428625462754	-0.1	0.963451851117788	-0.3	0.543690036430606	-0.1	0.945151011919086
ENSG00000082153	BZW1			-0.2	0.494045029030921	-0.3	0.83074522492183	-0.1	0.949806053387616	0.3	0.649112183299453
ENSG00000082175	PGR	-0.1	0.999985931919634			0.8	0.564974956588347	0.4	0.776282242917571	0.5	0.464593600377231
ENSG00000082196	C1QTNF3	-0.1	0.999985931919634	0.5	0.324438996046109	0.6	0.824961839978732	0.1	0.970331531289789	0.2	0.803552346724493
ENSG00000082212	ME2	0.1	0.999985931919634			0.1	0.979643665342905	0.1	0.904906133913523	0.2	0.596244601088627
ENSG00000082213	C5orf22	-0.2	0.999985931919634	-0.2	0.729378304273034	-0.1	0.967695717971965				
ENSG00000082258	CCNT2	-0.1	0.999985931919634	0.7	0.219810411697955			0.1	0.962369226238745	0.2	0.809155491710922
ENSG00000082269	FAM135A			0.8	0.159488569973446	0.2	0.929412971189339	0.5	0.657212849869033	0.5	0.475972180285854
ENSG00000082293	COL19A1	0.7	0.758347587691436			0.3	0.955463601497062	0.6	0.642878903306123		
ENSG00000082397	EPB41L3			0.2	0.580899165854179	-0.1	0.958513706086991	-0.1	0.909987417463031	0.1	0.954470537826665
ENSG00000082438	COBLL1	-0.2	0.999985931919634	0.4	0.217828072165362	-0.4	0.804710067764335	0.1	0.982740544270318	0.2	0.826216648596574
ENSG00000082458	DLG3	0.5	0.720022513018259	0.7	0.116193005895617	0.7	0.461039800808244	0.7	0.167176200953687	0.8	0.11397796365505
ENSG00000082482	KCNK2					1.1	0.610547660318605				
ENSG00000082497	SERTAD4					1.3	0.363762977014529	0.9	0.210057713974816		
ENSG00000082512	TRAF5	0.6	0.523152739950466	1.0	0.0844662777194494	0.4	0.882626445606013	0.7	0.223877355487617	0.4	0.482924757818422
ENSG00000082515	MRPL22			-0.6	0.189596401015551	-0.2	0.91582828731546	-0.4	0.708529138556802		
ENSG00000082516	GEMIN5			-0.4	0.19535625526917	-0.1	0.941603506462073	-0.3	0.388771152367221	-0.1	0.870939024881508
ENSG00000082641	NFE2L1	0.2	0.999985931919634	-0.7	0.160561256691533	0.1	0.958212429203366	0.1	0.949806053387616	-0.3	0.637550236252578
ENSG00000082684	SEMA5B	0.3	0.999985931919634	-0.1	0.832156169562553	0.8	0.30780812586541	0.7	0.466449595921221	0.1	0.908222269278883
ENSG00000082701	GSK3B	-0.1	0.999985931919634	0.2	0.577441951457323						
ENSG00000082781	ITGB5	0.2	0.999985931919634	-0.5	0.287354747861204	0.1	0.984028737368084			-0.1	0.941558758414326
ENSG00000082805	ERC1									-0.1	0.870939024881508
ENSG00000082898	XPO1	-0.2	0.999985931919634	0.4	0.427543718184711	0.1	0.908793631420254	0.1	0.951337692941039	0.2	0.789223877102621
ENSG00000082929	LINC01587					0.6	0.856849533081653				
ENSG00000082996	RNF13	-0.1	0.999985931919634	0.1	0.812139205872921	-0.1	0.92951228656198	-0.2	0.868082097351656	0.3	0.642299418180374
ENSG00000083067	TRPM3	-0.4	0.999985931919634	0.4	0.527142756110755	0.9	0.527748707271603	0.1	0.962004496678581	0.1	0.94338033114937
ENSG00000083093	PALB2	-0.1	0.999985931919634					0.1	0.967369684151098	0.2	0.72523311809603
ENSG00000083097	DOP1A			0.4	0.426410490018518	0.1	0.95486527213342	0.3	0.855889162830342	0.3	0.725564743668987
ENSG00000083099	LYRM2	-0.1	0.999985931919634	0.2	0.660064009845153			0.1	0.961652187580618	0.3	0.677015036959436
ENSG00000083123	BCKDHB	-0.2	0.999985931919634	-0.2	0.397974552849814	-0.4	0.764268746554268	-0.4	0.381623669263428	0.1	0.931339952792155
ENSG00000083168	KAT6A			0.2	0.579944553370578						
ENSG00000083223	TUT7	-0.2	0.999985931919634	0.2	0.724307388517073	-0.4	0.74158076409117	-0.1	0.974718963619465	0.2	0.796530880472624
ENSG00000083290	ULK2	-0.1	0.999985931919634			0.3	0.896951566256874	-0.1	0.957379924868877	0.1	0.848600467616861
ENSG00000083307	GRHL2	0.9	0.258684355972209	1.7	0.0230407918311646	1.1	0.514529908877581	1.5	2.14846389096006E-4	1.0	0.178890442424714
ENSG00000083312	TNPO1	-0.1	0.999985931919634	0.2	0.699883599555935			-0.1	0.964874759771633	0.4	0.408084592871692
ENSG00000083444	PLOD1	-0.1	0.999985931919634	-1.1	0.0956434490752262	-0.2	0.912477879380925	-0.3	0.785187336745322	-0.3	0.758785070667471
ENSG00000083454	P2RX5	1.1	0.165483844724735			0.2	0.962613535013984	0.1	0.986380916056695		
ENSG00000083457	ITGAE	0.3	0.998686392876708	0.5	0.419136793076081	0.3	0.890169988313418	0.2	0.867186455303982	0.1	0.922113023883157
ENSG00000083520	DIS3			0.2	0.716160224235536	-0.1	0.95471611684113			0.2	0.747158909775481
ENSG00000083535	PIBF1			0.6	0.314807426334505	0.3	0.923347405802186	0.3	0.902294628941833	0.2	0.883010413792885
ENSG00000083544	TDRD3	-0.1	0.999985931919634	0.3	0.427543718184711	0.3	0.901459940478543	-0.1	0.961335929367029	0.2	0.732235881664218
ENSG00000083635	NUFIP1	-0.1	0.999985931919634			-0.3	0.892620531092889			0.2	0.77753092718901
ENSG00000083642	PDS5B	-0.1	0.999985931919634	0.5	0.333996301007097	0.1	0.949250316915541	0.1	0.938075259160196	0.3	0.654013131156697
ENSG00000083720	OXCT1	0.6	0.601906161706784	0.9	0.122479643064432	0.2	0.960279109526904	0.6	0.363794950690418	0.5	0.51697645276814
ENSG00000083750	RRAGB	-0.1	0.999985931919634	0.3	0.50282411937617	0.3	0.869390340946759	-0.1	0.948452879384468	0.3	0.514520968674591
ENSG00000083799	CYLD			0.3	0.437073052794352	-0.1	0.937017606010719	0.2	0.872776803061332	0.3	0.580308639370329
ENSG00000083807	SLC27A5	-0.3	0.999985931919634	-1.1	0.0931595986379234	-0.6	0.808264966487453	-0.5	0.525570577433016	-0.3	0.717095364854622
ENSG00000083812	ZNF324	-0.1	0.999985931919634	-0.1	0.870652901985482	-0.2	0.940299658406324	-0.1	0.944406459555822	-0.2	0.826216648596574
ENSG00000083814	ZNF671	0.5	0.884719417961812	0.2	0.668085962885308	0.2	0.898476048016577	0.3	0.696263200497356		
ENSG00000083817	ZNF416	0.1	0.999985931919634	-0.3	0.409525685796182	0.1	0.97717763902019	-0.3	0.840466598107023	-0.2	0.732235881664218
ENSG00000083828	ZNF586	-0.1	0.999985931919634	0.1	0.905797121358709	0.3	0.599883566515249	0.2	0.89844314314489		
ENSG00000083838	ZNF446	-0.3	0.999985931919634	-0.4	0.388542367544443	-0.2	0.929044254329603	-0.3	0.859853097646173	-0.2	0.849632013430095
ENSG00000083844	ZNF264	-0.1	0.999985931919634	0.1	0.673399571771648					-0.1	0.84395993054184
ENSG00000083845	RPS5	0.1	0.999985931919634	-1.1	0.121037340156298	-0.1	0.975236017830696	-0.4	0.787318358817304	-0.2	0.858347586712899
ENSG00000083857	FAT1	0.7	0.439731346650439	0.5	0.426731340434674	0.2	0.915384119192007	0.9	0.135640078737726	0.8	0.266319033235401
ENSG00000083896	YTHDC1			0.3	0.385608344159512	0.1	0.981976085464			0.1	0.86671058655182
ENSG00000083937	CHMP2B	-0.2	0.999985931919634	0.1	0.85128474567282			-0.2	0.865528994538247	0.4	0.433658061900699
ENSG00000084070	SMAP2	0.1	0.999985931919634	-0.5	0.301518818979455	-0.3	0.913929154896717			-0.3	0.715664205551873
ENSG00000084072	PPIE	-0.2	0.999985931919634	-0.2	0.591296042044678	-0.2	0.901325383304386	-0.3	0.722658786327222	0.1	0.943279949887884
ENSG00000084073	ZMPSTE24	-0.1	0.999985931919634			-0.2	0.929412971189339	-0.1	0.935017700993305	0.3	0.512698921256562
ENSG00000084090	STARD7			-0.6	0.116388499296237			-0.3	0.765253621989064	-0.1	0.866398984009729
ENSG00000084092	NOA1	0.1	0.999985931919634	-0.4	0.339426108071407	-0.1	0.955098234054372	-0.2	0.898209011958566	-0.1	0.917458939061776
ENSG00000084093	REST			0.5	0.158163881842891			0.1	0.886697720542309	0.4	0.213596792651061
ENSG00000084110	HAL	0.4	0.999985931919634					-0.2	0.937683807445483		
ENSG00000084112	SSH1	-0.1	0.999985931919634	-0.1	0.644673870264959	0.1	0.977362632829073	0.1	0.934027312708324	-0.2	0.749225225135289
ENSG00000084207	GSTP1	0.4	0.999985931919634	-0.3	0.613192157993784	0.5	0.829971294211286	0.2	0.891399745745728	0.2	0.852066035429575
ENSG00000084234	APLP2			-0.7	0.0931595986379234	-0.4	0.777444165966042	-0.3	0.720554033033716	-0.1	0.962829790378995
ENSG00000084444	FAM234B	0.1	0.999985931919634	-0.3	0.512541596313398	0.1	0.955098234054372	0.2	0.85587063584	-0.1	0.869288678587076
ENSG00000084453	SLCO1A2	-0.1	0.999985931919634	1.0	0.0749567607053913	-0.7	0.763961627666577	0.1	0.959606860240718	0.1	0.96182598071534
ENSG00000084463	WBP11			-0.3	0.404356119687399	-0.1	0.945065740179399	-0.2	0.840466598107023	-0.1	0.865613548560039
ENSG00000084623	EIF3I	0.3	0.999985931919634	-1.1	0.0641045743496833			-0.2	0.885953030259568	-0.2	0.817222590468839
ENSG00000084636	COL16A1	0.8	0.430819217032224	0.8	0.220803891233693	1.0	0.459699837372129	1.0	0.0419804237989077	0.5	0.592348949384107
ENSG00000084652	TXLNA	0.1	0.999985931919634	-0.7	0.122684762303758	-0.1	0.963482472673717	-0.1	0.948802563324749	-0.3	0.737456990106436
ENSG00000084674	APOB			-0.4	0.291260848508565	-0.3	0.904315417722808	-0.2	0.855843670489529	0.2	0.805445911685894
ENSG00000084676	NCOA1			-0.1	0.854191881047869	0.1	0.971886881594689	-0.1	0.878580697444457		
ENSG00000084693	AGBL5	0.1	0.999985931919634	-0.6	0.208938170263685			-0.2	0.744297965135357	-0.2	0.7137799505811
ENSG00000084710	EFR3B	-0.2	0.999985931919634	-0.5	0.390356057126388	0.2	0.956663070561996	0.1	0.952684995600867	0.4	0.571178659467618
ENSG00000084731	KIF3C	0.2	0.999985931919634			0.6	0.723694679240911			0.4	0.62603808890679
ENSG00000084733	RAB10	-0.1	0.999985931919634	-0.1	0.694991521045283	0.1	0.969392233474908	-0.1	0.951337692941039	0.1	0.751592060875965
ENSG00000084734	GCKR	-0.1	0.999985931919634	-0.8	0.136593268649207	-0.2	0.955098234054372	-0.4	0.467853497416866	-0.4	0.560522341316979
ENSG00000084754	HADHA	0.1	0.999985931919634	-0.7	0.126244856415191	-0.3	0.741369707257605				
ENSG00000084764	MAPRE3	-0.1	0.999985931919634	-0.4	0.361919541249586	0.2	0.891176219927543	-0.1	0.94132691475586	-0.1	0.881636056214089
ENSG00000084774	CAD	0.1	0.999985931919634	-0.1	0.854273060648471	0.2	0.892620531092889	0.1	0.962004496678581	-0.3	0.46300031406591
ENSG00000085063	CD59	0.2	0.999985931919634			0.3	0.886169784590458	0.1	0.910972289690773	0.3	0.642299418180374
ENSG00000085117	CD82	-0.1	0.999985931919634	-0.6	0.203580387929319	-0.2	0.937533786897238	-0.4	0.553226593969272	-0.4	0.598359199418493
ENSG00000085185	BCORL1	-0.1	0.999985931919634	0.1	0.787377514400865	0.2	0.935674515384156	0.3	0.873154852909455	-0.2	0.750252550933834
ENSG00000085224	ATRX			0.7	0.169032163711891	0.2	0.938032826081256	0.4	0.796727657116405	0.3	0.710497385003923
ENSG00000085231	AK6	-0.1	0.999985931919634	0.2	0.657467806635605			0.1	0.977125887969035	0.3	0.692743993871597
ENSG00000085265	FCN1	0.5	0.998686392876708	0.9	0.164813362643996						
ENSG00000085274	MYNN	-0.2	0.999985931919634	0.3	0.549497832524195	-0.1	0.979413201328738			0.3	0.637550236252578
ENSG00000085276	MECOM	0.4	0.999985931919634	0.8	0.111476449743259	0.4	0.898418152784188	0.5	0.695317545631829	0.4	0.495156139767486
ENSG00000085365	SCAMP1	-0.2	0.999985931919634	0.4	0.472053509352222	0.1	0.96831044838065			0.5	0.461563728214943
ENSG00000085377	PREP	-0.1	0.999985931919634	-0.2	0.486243493653965	0.3	0.764698711406401	-0.2	0.818533156974588	-0.1	0.933502604549983
ENSG00000085382	HACE1	-0.1	0.999985931919634	0.6	0.23831655130283	0.3	0.863367818218563	0.1	0.941185507382282	0.2	0.751005125611672
ENSG00000085415	SEH1L	-0.1	0.999985931919634	-0.2	0.589656743076018	-0.1	0.967973643557459	-0.2	0.770872622775323	0.1	0.746335286674875
ENSG00000085433	WDR47	0.1	0.999985931919634	0.3	0.427989383592526					0.1	0.868345761077619
ENSG00000085449	WDFY1			0.1	0.724564404245514	-0.2	0.86225134152617			0.2	0.478958263547939
ENSG00000085465	OVGP1	-0.5	0.676413086732295	-0.6	0.326842711223551	-0.3	0.901459940478543	-0.6	0.468392537121156	0.2	0.858027938163474
ENSG00000085491	SLC25A24	0.1	0.999985931919634	0.7	0.134686150720477	0.5	0.816104967642686	0.3	0.811681275432272	0.7	0.0694411093757564
ENSG00000085511	MAP3K4			0.1	0.800166550897598						
ENSG00000085514	PILRA	0.1	0.999985931919634	-0.2	0.740364814071669	-0.5	0.729545477627687	-0.6	0.533785771790487	0.1	0.96182598071534
ENSG00000085552	IGSF9	-0.3	0.999985931919634			-0.7	0.64722378237216	-0.8	0.287583917085001	-0.2	0.814570297157408
